MODELYEAR,Brands,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2014,DODGE,FULL_SIZE,3.6,6,A8,E,17.3,11.7,14.8,19,237
2014,DODGE,FULL_SIZE,3.6,6,A5,X,13.2,8.7,11.2,25,258
2014,DODGE,FULL_SIZE,3.6,6,A5,E,18.3,12.6,15.7,18,251
2014,DODGE,FULL_SIZE,3.6,6,A8,X,12.3,7.6,10.2,28,235
2014,DODGE,FULL_SIZE,3.6,6,A8,E,16.8,10.3,13.9,20,222
2014,DODGE,FULL_SIZE,6.4,8,A5,Z,16.7,10.3,13.8,20,317
2014,DODGE,MID_SIZE,2,4,M6,X,9.4,6.5,8.1,35,186
2014,DODGE,MID_SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,198
2014,DODGE,MID_SIZE,2.4,4,M6,X,10.5,6.7,8.8,32,202
2014,DODGE,MID_SIZE,2,4,A6,X,9.9,7,8.6,33,198
2014,DODGE,MID_SIZE,2,4,A6,E,14.2,9.8,12.2,23,195
2014,DODGE,MID_SIZE,2.4,4,A6,X,10.6,7.5,9.2,31,212
2014,DODGE,MID_SIZE,2.4,4,M6,X,10.2,7,8.8,32,202
2014,DODGE,MID_SIZE,1.4,4,AM6,X,8.4,5.9,7.3,39,168
2014,DODGE,MID_SIZE,1.4,4,M6,X,8.5,5.8,7.3,39,168
2014,DODGE,SUV_STANDARD,5.7,8,A8,X,17.3,10.8,14.4,20,331
2014,DODGE,SUV_STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
2014,DODGE,SUV_STANDARD,3.6,6,A8,E,17.7,13,15.6,18,250
2014,DODGE,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,271
2014,DODGE,MINIVAN,3.6,6,A6,E,19.2,13.1,16.5,17,264
2014,DODGE,SUV_SMALL,2.4,4,A4,X,12.7,9.1,11.1,25,255
2014,DODGE,SUV_SMALL,3.6,6,A6,X,14.5,9.9,12.4,23,285
2014,DODGE,SUV_SMALL,3.6,6,A6,X,14.2,9.4,12,24,276
2014,DODGE,SUV_SMALL,3.6,6,A6,E,18.9,12.9,16.2,17,259
2014,FIAT,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
2014,FIAT,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
2014,FIAT,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
2014,FIAT,MINICOMPACT,1.4,4,M5,X,7.9,6.3,7.2,39,166
2014,FIAT,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
2014,FIAT,MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36,182
2014,FIAT,MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8,42,156
2014,FIAT,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,179
2014,FIAT,STATION_WAGON_SMALL,1.4,4,AM6,X,10,7.2,8.7,32,200
2014,FIAT,STATION_WAGON_SMALL,1.4,4,M6,X,9.3,7.2,8.4,34,193
2014,FORD,FULL_SIZE,2,4,AV,X,5.6,6.4,6,47,138
2014,FORD,VAN_CARGO,4.6,8,A4,X,17.7,14.4,16.2,17,373
2014,FORD,VAN_CARGO,4.6,8,A4,E,24.1,19.2,21.9,13,350
2014,FORD,VAN_CARGO,5.4,8,A4,X,19.3,14.7,17.2,16,396
2014,FORD,VAN_CARGO,5.4,8,A4,E,24.9,19.6,22.5,13,360
2014,FORD,VAN_PASSENGER,4.6,8,A4,X,18.6,14.6,16.8,17,386
2014,FORD,VAN_PASSENGER,4.6,8,A4,E,25.5,20,23,12,368
2014,FORD,VAN_PASSENGER,6.8,10,A5,X,23.9,17.8,21.2,13,488
2014,FORD,VAN_PASSENGER,5.4,8,A4,X,20.6,15.5,18.3,15,421
2014,FORD,VAN_PASSENGER,5.4,8,A4,E,26.7,20.5,23.9,12,382
2014,FORD,SUV_SMALL,2,4,A6,X,11.3,7.9,9.8,29,225
2014,FORD,SUV_SMALL,3.5,6,AS6,X,12.6,8.7,10.8,26,248
2014,FORD,SUV_SMALL,3.5,6,AS6,X,13.3,9.3,11.5,25,264
2014,FORD,SUV_SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
2014,FORD,SUV_SMALL,1.6,4,AS6,X,10.4,7.4,9.1,31,209
2014,FORD,SUV_SMALL,2,4,AS6,X,10.9,8,9.6,29,221
2014,FORD,SUV_SMALL,2.5,4,AS6,X,10.9,7.5,9.4,30,216
2014,FORD,SUV_SMALL,1.6,4,AS6,X,10.5,7.9,9.3,30,214
2014,FORD,SUV_SMALL,2,4,AS6,X,11.2,8.5,10,28,230
2014,FORD,SUV_STANDARD,5.4,8,A6,X,18.2,13.3,16,18,368
2014,FORD,SUV_STANDARD,5.4,8,A6,E,24.5,18,21.6,13,346
2014,FORD,SUV_STANDARD,2,4,A6,X,11.8,8.3,10.2,28,235
2014,FORD,SUV_STANDARD,3.5,6,AS6,X,14.8,10.7,13,22,299
2014,FORD,SUV_STANDARD,3.5,6,AS6,X,13.7,9.7,11.9,24,274
2014,FORD,SUV_STANDARD,3.5,6,AS6,E,18.3,12.9,15.9,18,254
2014,FORD,SUV_STANDARD,3.5,6,AS6,X,14.3,10.3,12.5,23,288
2014,FORD,SUV_STANDARD,3.5,6,AS6,E,18.9,13.9,16.7,17,267
2014,FORD,PICKUP TRUCK_STANDARD,3.5,6,A6,X,14.5,10.6,12.7,22,292
2014,FORD,PICKUP TRUCK_STANDARD,3.5,6,AS6,X,14.6,10.6,12.8,22,294
2014,FORD,PICKUP TRUCK_STANDARD,6.2,8,AS6,X,18.3,12.9,15.9,18,366
2014,FORD,PICKUP TRUCK_STANDARD,3.5,6,A6,X,15.9,11.3,13.8,20,317
2014,FORD,PICKUP TRUCK_STANDARD,3.5,6,AS6,X,15.4,11,13.4,21,308
2014,FORD,PICKUP TRUCK_STANDARD,6.2,8,AS6,X,20.1,14.4,17.5,16,402
2014,FORD,PICKUP TRUCK_STANDARD,3.7,6,A6,X,14,10.3,12.3,23,283
2014,FORD,PICKUP TRUCK_STANDARD,3.7,6,A6,E,18.8,13.7,16.5,17,264
2014,FORD,PICKUP TRUCK_STANDARD,3.7,6,AS6,X,14,10.3,12.3,23,283
2014,FORD,PICKUP TRUCK_STANDARD,3.7,6,AS6,E,18.8,13.7,16.5,17,264
2014,FORD,PICKUP TRUCK_STANDARD,5,8,A6,X,16.4,12.3,14.6,19,336
2014,FORD,PICKUP TRUCK_STANDARD,5,8,A6,E,22.1,16.7,19.7,14,315
2014,FORD,PICKUP TRUCK_STANDARD,5,8,AS6,X,16.4,12.3,14.6,19,336
2014,FORD,PICKUP TRUCK_STANDARD,5,8,AS6,E,22.1,16.7,19.7,14,315
2014,FORD,PICKUP TRUCK_STANDARD,3.7,6,A6,X,15,11.4,13.4,21,308
2014,FORD,PICKUP TRUCK_STANDARD,3.7,6,A6,E,20.2,15.3,18,16,288
2014,FORD,PICKUP TRUCK_STANDARD,3.7,6,AS6,X,15,11.4,13.4,21,308
2014,FORD,PICKUP TRUCK_STANDARD,3.7,6,AS6,E,20.2,15.3,18,16,288
2014,FORD,PICKUP TRUCK_STANDARD,5,8,A6,X,16.8,12.6,14.9,19,343
2014,FORD,PICKUP TRUCK_STANDARD,5,8,A6,E,22.4,17,20,14,320
2014,FORD,PICKUP TRUCK_STANDARD,5,8,AS6,X,16.7,12.5,14.8,19,340
2014,FORD,PICKUP TRUCK_STANDARD,5,8,AS6,E,22.4,16.9,19.9,14,318
2014,FORD,PICKUP TRUCK_STANDARD,6.2,8,AS6,X,20.4,15,18,16,414
2014,FORD,SUBCOMPACT,1.6,4,AS6,X,8.5,6.5,7.6,37,175
2014,FORD,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37,175
2014,FORD,SUBCOMPACT,1,4,M5,X,7.5,5.5,6.6,43,152
2014,FORD,SUBCOMPACT,1.6,4,AS6,X,8,5.8,7,40,161
2014,FORD,COMPACT,1.6,4,M6,X,8.9,6.8,8,35,184
2014,FORD,SUV_STANDARD,3.5,6,AS6,X,13.2,9.4,11.5,25,264
2014,FORD,SUV_STANDARD,3.5,6,AS6,X,13.7,10.2,12.1,23,278
2014,FORD,SUV_STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
2014,FORD,COMPACT,2,4,M6,X,10.2,7.4,8.9,32,205
2014,FORD,COMPACT,2,4,A6,X,8.8,6.4,7.7,37,177
2014,FORD,COMPACT,2,4,A6,E,11.7,8.5,10.3,27,165
2014,FORD,COMPACT,2,4,AS6,X,8.9,6.4,7.8,36,179
2014,FORD,COMPACT,2,4,AS6,E,11.7,8.5,10.3,27,165
2014,FORD,COMPACT,2,4,M5,X,9.1,6.6,8,35,184
2014,FORD,COMPACT,2,4,M5,E,11.9,8.9,10.6,27,170
2014,FORD,COMPACT,2,4,A6,X,8.4,5.8,7.2,39,166
2014,FORD,COMPACT,2,4,A6,E,11.6,8.3,10.1,28,162
2014,FORD,MID_SIZE,1.5,4,AS6,X,10.1,6.6,8.5,33,196
2014,FORD,MID_SIZE,1.6,4,M6,X,9.4,6.4,8.1,35,186
2014,FORD,MID_SIZE,2,4,AS6,X,10.5,7.1,9,31,207
2014,FORD,MID_SIZE,2.5,4,AS6,X,10.5,7,8.9,32,205
2014,FORD,MID_SIZE,1.5,4,AS6,X,9.5,6.3,8.1,35,186
2014,FORD,MID_SIZE,2,4,AS6,X,10.9,7.5,9.4,30,216
2014,FORD,MID_SIZE,2,4,AV,X,5.3,5.7,5.5,51,126
2014,FORD,SUBCOMPACT,3.7,6,A6,X,12.1,7.8,10.2,28,235
2014,FORD,SUBCOMPACT,3.7,6,M6,X,12.7,8.1,10.6,27,244
2014,FORD,SUBCOMPACT,5,8,A6,X,13.3,9.3,11.5,25,264
2014,FORD,SUBCOMPACT,5,8,M6,X,15.4,9.4,12.7,22,292
2014,FORD,SUBCOMPACT,5.8,8,M6,Z,15.9,9.9,13.2,21,304
2014,FORD,SUBCOMPACT,3.7,6,A6,X,12.5,8.2,10.6,27,244
2014,FORD,FULL_SIZE,2,4,AS6,X,10.5,7.3,9.1,31,209
2014,FORD,FULL_SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
2014,FORD,FULL_SIZE,3.5,6,AS6,X,12.1,8.1,10.3,27,237
2014,FORD,FULL_SIZE,3.5,6,AS6,E,17,11.1,14.3,20,229
2014,FORD,FULL_SIZE,3.5,6,AS6,X,13,9.1,11.2,25,258
2014,FORD,FULL_SIZE,3.5,6,AS6,E,18.4,12.5,15.7,18,251
2014,FORD,SPECIAL_PURPOSE_VEHICLE,1.6,4,AS6,X,10.8,8,9.5,30,218
2014,FORD,SPECIAL_PURPOSE_VEHICLE,2.5,4,AS6,X,11.3,8.2,9.9,29,228
2014,FORD,SPECIAL_PURPOSE_VEHICLE,1.6,4,AS6,X,11.5,8.3,10.1,28,232
2014,FORD,SPECIAL_PURPOSE_VEHICLE,2.5,4,AS6,X,11.9,8.5,10.4,27,239
2014,GMC,SUV_STANDARD,3.6,6,A6,X,14.3,9.9,12.3,23,283
2014,GMC,SUV_STANDARD,3.6,6,A6,X,14.9,10.4,12.9,22,297
2014,GMC,VAN_CARGO,4.3,6,A4,X,17.1,12.7,15.1,19,347
2014,GMC,VAN_CARGO,5.3,8,A4,X,18,13.4,15.9,18,366
2014,GMC,VAN_CARGO,5.3,8,A4,E,23.5,17.7,20.9,14,334
2014,GMC,VAN_CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
2014,GMC,VAN_CARGO,5.3,8,A4,E,23.7,18.8,21.5,13,344
2014,GMC,VAN_CARGO,5.3,8,A4,X,18.6,13.9,16.5,17,380
2014,GMC,VAN_CARGO,5.3,8,A4,E,23.9,18.5,21.5,13,344
2014,GMC,VAN_CARGO,5.3,8,A4,X,18.3,14.2,16.5,17,380
2014,GMC,VAN_CARGO,5.3,8,A4,E,25.3,19.3,22.6,12,362
2014,GMC,VAN_PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17,380
2014,GMC,VAN_PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13,344
2014,GMC,VAN_PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17,380
2014,GMC,VAN_PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12,362
2014,GMC,VAN_PASSENGER,4.8,8,A6,X,21.1,14.2,18,16,414
2014,GMC,VAN_PASSENGER,6,8,A6,X,21.9,15,18.8,15,432
2014,GMC,VAN_PASSENGER,6,8,A6,E,30,20.4,25.7,11,411
2014,GMC,VAN_PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16,419
2014,GMC,VAN_PASSENGER,6,8,A6,X,22.1,15,18.9,15,435
2014,GMC,VAN_PASSENGER,6,8,A6,E,30.2,20.5,25.8,11,413
2014,GMC,PICKUP TRUCK_STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24,271
2014,GMC,PICKUP TRUCK_STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17,269
2014,GMC,PICKUP TRUCK_STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22,292
2014,GMC,PICKUP TRUCK_STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17,270
2014,GMC,PICKUP TRUCK_STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20,324
2014,GMC,PICKUP TRUCK_STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22,290
2014,GMC,PICKUP TRUCK_STANDARD,4.3,6,A6,E,20,15.1,17.8,16,285
2014,GMC,PICKUP TRUCK_STANDARD,5.3,8,A6,X,14.9,10.6,13,22,299
2014,GMC,PICKUP TRUCK_STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16,277
2014,GMC,PICKUP TRUCK_STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20,329
2014,GMC,SUV_SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
2014,GMC,SUV_SMALL,3.6,6,A6,X,13.9,9.6,12,24,276
2014,GMC,SUV_SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259
2014,GMC,SUV_SMALL,2.4,4,A6,X,11.5,8.2,10,28,230
2014,GMC,SUV_SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290
2014,GMC,SUV_SMALL,3.6,6,A6,E,19.8,13.6,17,17,272
2014,GMC,SUV_STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
2014,GMC,SUV_STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
2014,GMC,SUV_STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
2014,GMC,SUV_STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
2014,GMC,SUV_STANDARD,6.2,8,A6,Z,17,11.8,14.7,19,338
2014,GMC,SUV_STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14,322
2014,GMC,SUV_STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377
2014,GMC,SUV_STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13,354
2014,GMC,SUV_STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
2014,GMC,SUV_STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
2014,GMC,SUV_STANDARD,5.3,8,A6,X,16,11.1,13.8,20,317
2014,GMC,SUV_STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294
2014,HONDA,MID_SIZE,2.4,4,AV,X,9,6.6,7.9,36,182
2014,HONDA,MID_SIZE,2.4,4,AV7,X,9.1,6.9,8.1,35,186
2014,HONDA,MID_SIZE,2.4,4,M6,X,10.1,6.9,8.7,32,200
2014,HONDA,MID_SIZE,3.5,6,A6,X,11,6.8,9.1,31,209
2014,HONDA,MID_SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221
2014,HONDA,MID_SIZE,3.5,6,M6,X,13,8.4,10.9,26,251
2014,HONDA,MID_SIZE,2,4,AV,X,4.7,4.9,4.8,59,110
2014,HONDA,COMPACT,1.8,4,AV,X,7.9,6,7,40,161
2014,HONDA,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
2014,HONDA,COMPACT,1.8,4,M5,X,8.5,6.6,7.6,37,175
2014,HONDA,SUV_SMALL,3.5,6,A6,X,12.5,8.5,10.7,26,246
2014,HONDA,SUV_SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209
2014,HONDA,SUV_SMALL,2.4,4,A5,X,10.6,7.9,9.4,30,216
2014,HONDA,TWO-SEATER,1.5,4,AV7,X,6.6,6,6.3,45,145
2014,HONDA,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
2014,HONDA,STATION_WAGON_SMALL,1.5,4,A5,X,8.3,6.5,7.5,38,172
2014,HONDA,STATION_WAGON_SMALL,1.5,4,M5,X,8.3,6.9,7.7,37,177
2014,HONDA,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244
2014,HONDA,SUV_SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,265
2014,HONDA,SUV_SMALL,3.5,6,A5,X,13.9,9.7,12,24,276
2014,HONDA,PICKUP TRUCK_STANDARD,3.5,6,A5,X,15.2,11.3,13.4,21,308
2014,HYUNDAI,COMPACT,1.6,4,A6,X,8.8,6.3,7.7,37,177
2014,HYUNDAI,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
2014,HYUNDAI,MID_SIZE,2,4,A6,X,9.8,7.2,8.6,33,198
2014,HYUNDAI,MID_SIZE,2,4,M6,X,9.8,7,8.5,33,196
2014,HYUNDAI,FULL_SIZE,5,8,A8,Z,15.7,10.2,13.2,21,304
2014,HYUNDAI,FULL_SIZE,3.8,6,A8,X,13,8.7,11.1,25,255
2014,HYUNDAI,SUV_SMALL,3.3,6,A6,X,13,9.1,11.2,25,258
2014,HYUNDAI,SUV_SMALL,3.3,6,A6,X,13.3,9.5,11.6,24,267
2014,HYUNDAI,SUV_SMALL,2.4,4,A6,X,11.6,8.7,10.3,27,237
2014,HYUNDAI,SUV_SMALL,2,4,A6,X,12.9,9.7,11.5,25,264
2014,HYUNDAI,SUV_SMALL,2.4,4,A6,X,12.5,9.4,11.1,25,255
2014,HYUNDAI,FULL_SIZE,2,4,A6,X,11.4,7.5,9.6,29,221
2014,HYUNDAI,FULL_SIZE,2.4,4,A6,X,9.8,7,8.5,33,196
2014,HYUNDAI,MID_SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143
2014,HYUNDAI,MID_SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145
2014,HYUNDAI,SUV_SMALL,2,4,A6,X,10.2,8.2,9.3,30,214
2014,HYUNDAI,SUV_SMALL,2,4,M6,X,11.4,8.6,10.1,28,232
2014,HYUNDAI,SUV_SMALL,2.4,4,A6,X,11.3,8.3,10,28,230
2014,HYUNDAI,SUV_SMALL,2,4,A6,X,11.4,9.3,10.5,27,242
2014,HYUNDAI,SUV_SMALL,2.4,4,A6,X,11.6,9.3,10.6,27,244
2014,HYUNDAI,COMPACT,1.6,4,AM6,X,8.6,6.6,7.7,37,177
2014,HYUNDAI,COMPACT,1.6,4,M6,X,9.1,6.7,8,35,184
2014,HYUNDAI,COMPACT,1.6,4,A6,X,9.9,7.5,8.8,32,202
2014,HYUNDAI,COMPACT,1.6,4,M6,X,9.7,7.1,8.5,33,196
2014,INFINITI,MID_SIZE,3.7,6,AS7,Z,12,8,10.2,28,235
2014,INFINITI,MID_SIZE,3.7,6,AS7,Z,12.6,8.7,10.8,26,248
2014,INFINITI,COMPACT,3.5,6,AS7,Z,8.2,6.7,7.5,38,172
2014,INFINITI,COMPACT,3.5,6,AS7,Z,8.7,7.5,8.2,34,189
2014,INFINITI,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
2014,INFINITI,SUBCOMPACT,3.7,6,AS7,Z,13.6,9.3,11.7,24,269
2014,INFINITI,SUBCOMPACT,3.7,6,M6,Z,14.3,9.8,12.3,23,283
2014,INFINITI,SUBCOMPACT,3.7,6,AS7,Z,12.9,8.9,11.1,25,255
2014,INFINITI,SUBCOMPACT,3.7,6,M6,Z,13.5,9.3,11.6,24,267
2014,INFINITI,MID_SIZE,3.7,6,AS7,Z,12.8,8.9,11,26,253
2014,INFINITI,MID_SIZE,5.6,8,AS7,Z,14.5,9.5,12.3,23,283
2014,INFINITI,MID_SIZE,3.7,6,AS7,Z,13.2,9.6,11.6,24,267
2014,INFINITI,MID_SIZE,5.6,8,AS7,Z,15,10.2,12.8,22,294
2014,INFINITI,MID_SIZE,3.5,6,AS7,Z,8,7,7.6,37,175
2014,INFINITI,STATION_WAGON_SMALL,3.7,6,AS7,Z,13.6,9.6,11.8,24,271
2014,INFINITI,SUV_SMALL,3.5,6,AV,Z,11.9,9,10.6,27,244
2014,INFINITI,SUV_SMALL,3.5,6,AV,Z,12.3,9.3,11,26,253
2014,INFINITI,SUV_STANDARD,2.5,4,AV,X,8.8,8.2,8.5,33,196
2014,INFINITI,SUV_SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294
2014,INFINITI,SUV_SMALL,5,8,AS7,Z,16.6,11.9,14.5,19,334
2014,INFINITI,SUV_STANDARD,5.6,8,AS7,Z,17.4,12.1,15,19,345
2014,JAGUAR,TWO-SEATER,3,6,AS8,Z,11.8,8.4,10.3,27,237
2014,JAGUAR,TWO-SEATER,3,6,AS8,Z,12.2,8.7,10.6,27,244
2014,JAGUAR,TWO-SEATER,5,8,AS8,Z,15,10.2,12.8,22,294
2014,JAGUAR,MID_SIZE,2,4,AS8,Z,12.3,8.2,10.5,27,242
2014,JAGUAR,MID_SIZE,3,6,AS8,Z,14.7,9.1,12.2,23,281
2014,JAGUAR,MID_SIZE,5,8,AS8,Z,15.7,10.3,13.3,21,306
2014,JAGUAR,MID_SIZE,5,8,AS8,E,21.3,14.1,18.1,16,290
2014,JAGUAR,MID_SIZE,5,8,AS8,Z,15.7,10.3,13.3,21,306
2014,JAGUAR,FULL_SIZE,3,6,AS8,Z,14.6,9.6,12.4,23,285
2014,JAGUAR,FULL_SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
2014,JAGUAR,FULL_SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
2014,JAGUAR,FULL_SIZE,3,6,AS8,Z,14.7,9.6,12.4,23,285
2014,JAGUAR,FULL_SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
2014,JAGUAR,FULL_SIZE,5,8,AS8,E,20.6,13.6,17.5,16,280
2014,JAGUAR,FULL_SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
2014,JAGUAR,FULL_SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
2014,JAGUAR,MINICOMPACT,5,8,AS6,Z,15.1,10.6,13.1,22,301
2014,JAGUAR,MINICOMPACT,5,8,AS6,Z,14.8,9.9,12.6,22,290
2014,JAGUAR,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.7,21,315
2014,JAGUAR,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
2014,JAGUAR,MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.7,21,315
2014,JAGUAR,MINICOMPACT,5,8,AS6,Z,15.6,10.9,13.5,21,310
2014,JEEP,SUV_SMALL,2.4,4,A9,X,10.9,7.7,9.5,30,218
2014,JEEP,SUV_SMALL,3.2,6,A9,X,12.3,8.3,10.5,27,242
2014,JEEP,SUV_SMALL,2.4,4,A9,X,11.3,8.3,10,28,230
2014,JEEP,SUV_SMALL,3.2,6,A9,X,12.5,8.8,10.8,26,248
2014,JEEP,SUV_SMALL,2.4,4,A9,X,11.4,8.6,10.1,28,232
2014,JEEP,SUV_SMALL,3.2,6,A9,X,12.5,9.1,11,26,253
2014,JEEP,SUV_SMALL,2.4,4,A9,X,12.1,9.4,10.9,26,251
2014,JEEP,SUV_SMALL,3.2,6,A9,X,13.4,9.5,11.6,24,267
2014,JEEP,SUV_SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
2014,JEEP,SUV_SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
2014,JEEP,SUV_SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
2014,JEEP,SUV_SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
2014,JEEP,SUV_SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
2014,JEEP,SUV_SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
2014,JEEP,SUV_SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
2014,JEEP,SUV_STANDARD,5.7,8,A8,X,17.3,11.7,14.8,19,340
2014,JEEP,SUV_STANDARD,3,6,A8,D,11.2,8.4,9.9,29,267
2014,JEEP,SUV_STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
2014,JEEP,SUV_STANDARD,3.6,6,A8,E,17.7,13,15.6,18,250
2014,JEEP,SUV_STANDARD,6.4,8,A8,Z,18.5,12.6,15.8,18,363
2014,JEEP,SUV_SMALL,2,4,A6,X,11.1,8.3,9.8,29,225
2014,JEEP,SUV_SMALL,2,4,M5,X,10.2,7.8,9.1,31,209
2014,JEEP,SUV_SMALL,2.4,4,A6,X,11.1,8.3,9.8,29,225
2014,JEEP,SUV_SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
2014,JEEP,SUV_SMALL,2.4,4,A6,X,11.4,8.7,10.2,28,235
2014,JEEP,SUV_SMALL,2.4,4,M5,X,10.3,8.4,9.4,30,216
2014,JEEP,SUV_SMALL,2.4,4,AV,X,11.7,10.3,11.1,25,255
2014,JEEP,SUV_SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,294
2014,JEEP,SUV_SMALL,3.6,6,M6,X,14.2,11,12.8,22,294
2014,JEEP,SUV_SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,308
2014,JEEP,SUV_SMALL,3.6,6,M6,X,15,11.4,13.4,21,308
2014,KIA,FULL_SIZE,3.3,6,A6,X,12.7,8.8,10.9,26,251
2014,KIA,MID_SIZE,1.8,4,A6,X,9.6,6.6,8.3,34,191
2014,KIA,MID_SIZE,1.8,4,M6,X,9.3,6.4,8,35,184
2014,KIA,MID_SIZE,2,4,A6,X,9.8,6.6,8.4,34,193
2014,KIA,MID_SIZE,2,4,M6,X,9.7,6.8,8.4,34,193
2014,KIA,FULL_SIZE,1.6,4,A6,X,11.1,8,9.7,29,223
2014,KIA,FULL_SIZE,1.6,4,M6,X,11.1,8.2,9.8,29,225
2014,KIA,FULL_SIZE,2,4,A6,X,9.7,6.8,8.4,34,193
2014,KIA,FULL_SIZE,2,4,M6,X,9.8,7,8.5,33,196
2014,KIA,COMPACT,1.6,4,A6,X,10.6,7.9,9.4,30,216
2014,KIA,COMPACT,1.6,4,M6,X,10.8,8.1,9.6,29,221
2014,KIA,COMPACT,2,4,A6,X,9.6,7,8.4,34,193
2014,KIA,COMPACT,2,4,M6,X,9.8,7.2,8.6,33,198
2014,KIA,MID_SIZE,2,4,A6,X,11.7,7.6,9.9,29,228
2014,KIA,MID_SIZE,2.4,4,A6,X,10.2,6.8,8.7,32,200
2014,KIA,COMPACT,1.6,4,A6,X,8.7,6.3,7.6,37,175
2014,KIA,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
2014,KIA,COMPACT,1.6,4,A6,X,8.5,6.4,7.6,37,175
2014,KIA,STATION_WAGON_MID_SIZE,2,4,A6,X,10.5,7.5,9.2,31,212
2014,KIA,STATION_WAGON_MID_SIZE,2,4,M6,X,10.8,7.4,9.3,30,214
